Name	Label	Concept	Required	Limit	Predicate Type	data_label
DP03_0133M	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over
DP03_0133PE	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over
DP03_0133PM	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over
DP03_0134E	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years
DP03_0134M	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years
DP03_0134PE	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years
DP03_0134PM	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 to 64 years
DP03_0135E	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over
DP03_0135M	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over
DP03_0135PE	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over
DP03_0135PM	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over
DP03_0136E	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!People in families	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!People in families
DP03_0136M	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!People in families	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!People in families
DP03_0136PE	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families
DP03_0136PM	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families
DP03_0137E	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!Unrelated individuals 15 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!Unrelated individuals 15 years and over
DP03_0137M	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!Unrelated individuals 15 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!65 years and over!!Unrelated individuals 15 years and over
DP03_0137PE	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over
DP03_0137PM	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over	SELECTED ECONOMIC CHARACTERISTICS	not required		int	PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over
DP04_0001E	HOUSING OCCUPANCY!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_e
DP04_0001M	HOUSING OCCUPANCY!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_m
DP04_0001PE	HOUSING OCCUPANCY!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_pe
DP04_0001PM	HOUSING OCCUPANCY!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_pm
DP04_0002E	HOUSING OCCUPANCY!!Total housing units!!Occupied housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_occupied_e
DP04_0002M	HOUSING OCCUPANCY!!Total housing units!!Occupied housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_occupied_m
DP04_0002PE	HOUSING OCCUPANCY!!Total housing units!!Occupied housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_occupied_pe
DP04_0002PM	HOUSING OCCUPANCY!!Total housing units!!Occupied housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	housing_total_occupied_pm
DP04_0003E	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0003M	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0003PE	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0003PM	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0004E	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0004M	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0004PE	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0004PM	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate
DP04_0005E	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0005M	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0005PE	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0005PM	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate	SELECTED HOUSING CHARACTERISTICS	not required		int	HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate
DP04_0006E	UNITS IN STRUCTURE!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Total housing units
DP04_0006M	UNITS IN STRUCTURE!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Total housing units
DP04_0006PE	UNITS IN STRUCTURE!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Total housing units
DP04_0006PM	UNITS IN STRUCTURE!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Total housing units
DP04_0007E	"UNITS IN STRUCTURE!!1-unit, detached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, detached"
DP04_0007M	"UNITS IN STRUCTURE!!1-unit, detached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, detached"
DP04_0007PE	"UNITS IN STRUCTURE!!1-unit, detached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, detached"
DP04_0007PM	"UNITS IN STRUCTURE!!1-unit, detached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, detached"
DP04_0008E	"UNITS IN STRUCTURE!!1-unit, attached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, attached"
DP04_0008M	"UNITS IN STRUCTURE!!1-unit, attached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, attached"
DP04_0008PE	"UNITS IN STRUCTURE!!1-unit, attached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, attached"
DP04_0008PM	"UNITS IN STRUCTURE!!1-unit, attached"	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!1-unit, attached"
DP04_0009E	UNITS IN STRUCTURE!!2 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!2 units
DP04_0009M	UNITS IN STRUCTURE!!2 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!2 units
DP04_0009PE	UNITS IN STRUCTURE!!2 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!2 units
DP04_0009PM	UNITS IN STRUCTURE!!2 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!2 units
DP04_0010E	UNITS IN STRUCTURE!!3 or 4 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!3 or 4 units
DP04_0010M	UNITS IN STRUCTURE!!3 or 4 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!3 or 4 units
DP04_0010PE	UNITS IN STRUCTURE!!3 or 4 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!3 or 4 units
DP04_0010PM	UNITS IN STRUCTURE!!3 or 4 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!3 or 4 units
DP04_0011E	UNITS IN STRUCTURE!!5 to 9 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!5 to 9 units
DP04_0011M	UNITS IN STRUCTURE!!5 to 9 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!5 to 9 units
DP04_0011PE	UNITS IN STRUCTURE!!5 to 9 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!5 to 9 units
DP04_0011PM	UNITS IN STRUCTURE!!5 to 9 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!5 to 9 units
DP04_0012E	UNITS IN STRUCTURE!!10 to 19 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!10 to 19 units
DP04_0012M	UNITS IN STRUCTURE!!10 to 19 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!10 to 19 units
DP04_0012PE	UNITS IN STRUCTURE!!10 to 19 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!10 to 19 units
DP04_0012PM	UNITS IN STRUCTURE!!10 to 19 units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!10 to 19 units
DP04_0013E	UNITS IN STRUCTURE!!20 or more units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!20 or more units
DP04_0013M	UNITS IN STRUCTURE!!20 or more units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!20 or more units
DP04_0013PE	UNITS IN STRUCTURE!!20 or more units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!20 or more units
DP04_0013PM	UNITS IN STRUCTURE!!20 or more units	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!20 or more units
DP04_0014E	UNITS IN STRUCTURE!!Mobile home	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Mobile home
DP04_0014M	UNITS IN STRUCTURE!!Mobile home	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Mobile home
DP04_0014PE	UNITS IN STRUCTURE!!Mobile home	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Mobile home
DP04_0014PM	UNITS IN STRUCTURE!!Mobile home	SELECTED HOUSING CHARACTERISTICS	not required		int	UNITS IN STRUCTURE!!Mobile home
DP04_0015E	"UNITS IN STRUCTURE!!Boat, RV, van, etc."	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!Boat, RV, van, etc."
DP04_0015M	"UNITS IN STRUCTURE!!Boat, RV, van, etc."	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!Boat, RV, van, etc."
DP04_0015PE	"UNITS IN STRUCTURE!!Boat, RV, van, etc."	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!Boat, RV, van, etc."
DP04_0015PM	"UNITS IN STRUCTURE!!Boat, RV, van, etc."	SELECTED HOUSING CHARACTERISTICS	not required		int	"UNITS IN STRUCTURE!!Boat, RV, van, etc."
DP04_0016E	YEAR STRUCTURE BUILT!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units
DP04_0016M	YEAR STRUCTURE BUILT!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units
DP04_0016PE	YEAR STRUCTURE BUILT!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units
DP04_0016PM	YEAR STRUCTURE BUILT!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units
DP04_0017E	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later
DP04_0017M	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later
DP04_0017PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later
DP04_0017PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later
DP04_0018E	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013
DP04_0018M	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013
DP04_0018PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013
DP04_0018PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013
DP04_0019E	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0019M	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0019PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0019PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009
DP04_0020E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0020M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0020PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0020PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0021E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0021M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0021PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0021PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0022E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0022M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0022PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0022PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0023E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0023M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0023PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0023PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0024E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0024M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0024PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0024PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0025E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0025M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0025PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0025PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0026E	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0026M	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0026PE	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0026PM	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier	SELECTED HOUSING CHARACTERISTICS	not required		int	YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0027E	ROOMS!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units
DP04_0027M	ROOMS!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units
DP04_0027PE	ROOMS!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units
DP04_0027PM	ROOMS!!Total housing units	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units
DP04_0028E	ROOMS!!Total housing units!!1 room	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!1 room
DP04_0028M	ROOMS!!Total housing units!!1 room	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!1 room
DP04_0028PE	ROOMS!!Total housing units!!1 room	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!1 room
DP04_0028PM	ROOMS!!Total housing units!!1 room	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!1 room
DP04_0029E	ROOMS!!Total housing units!!2 rooms	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!2 rooms
DP04_0029M	ROOMS!!Total housing units!!2 rooms	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!2 rooms
DP04_0029PE	ROOMS!!Total housing units!!2 rooms	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!2 rooms
DP04_0029PM	ROOMS!!Total housing units!!2 rooms	SELECTED HOUSING CHARACTERISTICS	not required		int	ROOMS!!Total housing units!!2 rooms
